track,exp02_jerk,exp04_jerk
mBR0_,0.26826322078704834,0.31096237897872925
mBR1_,0.22354839742183685,0.4250471591949463
mBR2_,0.10036304593086243,0.3545035421848297
mBR3_,0.35077986121177673,0.7426811456680298
mBR4_,0.11467304080724716,0.39544880390167236
mBR5_,0.3974306285381317,0.3917386829853058
mHO0_,0.39424946904182434,0.5178142786026001
mHO1_,0.6951230764389038,0.4736221134662628
mHO2_,0.3961339294910431,0.2191564291715622
mHO3_,0.10370146483182907,0.629839301109314
mHO4_,0.48483017086982727,0.29097527265548706
mHO5_,0.09477947652339935,0.20371952652931213
mJB0_,0.18757301568984985,0.2011791616678238
mJB1_,0.07612294703722,0.26657021045684814
mJB2_,0.24710944294929504,0.4311045706272125
mJB3_,0.10059108585119247,0.22348998486995697
mJB4_,0.5893170833587646,0.4708748161792755
mJB5_,0.0950746163725853,0.29211774468421936
mJS0_,0.5697241425514221,0.2223796248435974
mJS1_,0.6014153361320496,0.43543124198913574
mJS2_,0.32116463780403137,0.33185437321662903
mJS3_,0.5532107949256897,0.409380704164505
mJS4_,0.5623261332511902,0.21969227492809296
mJS5_,0.1709987372159958,0.2640877962112427
mKR0_,0.15157604217529297,0.2767878472805023
mKR1_,0.5177887082099915,0.22866027057170868
mKR2_,0.27569928765296936,0.2738558053970337
mKR3_,0.13499099016189575,0.2553293704986572
mKR4_,0.719948410987854,0.2827436923980713
mKR5_,0.2412116378545761,0.22119659185409546
mLH0_,0.219193235039711,0.2963038980960846
mLH1_,0.1745503544807434,0.23738552629947662
mLH2_,0.3340039551258087,0.1986018568277359
mLH3_,0.22835826873779297,0.1492505967617035
mLH4_,0.157115176320076,0.38958609104156494
mLH5_,0.20697849988937378,0.2399628758430481
mLO0_,0.17602099478244781,0.8893836140632629
mLO1_,0.09836265444755554,0.34005311131477356
mLO2_,0.30040329694747925,0.34529462456703186
mLO3_,0.4857240617275238,0.30895528197288513
mLO4_,0.5815945863723755,0.3586282730102539
mLO5_,0.07242593169212341,0.27145275473594666
mMH0_,0.12111009657382965,0.2224351018667221
mMH1_,0.11155843734741211,0.26900508999824524
mMH2_,0.3427676558494568,0.3040604889392853
mMH3_,0.10343556851148605,0.30888107419013977
mMH4_,0.610441267490387,0.687446653842926
mMH5_,0.5380057096481323,0.29044610261917114
mPO0_,0.33111077547073364,0.3756920397281647
mPO1_,0.21573664247989655,0.2794572114944458
mPO2_,0.19384996592998505,0.401437371969223
mPO3_,0.23069994151592255,0.21762390434741974
mPO4_,0.3041097819805145,0.3045981824398041
mPO5_,0.2462034374475479,0.2018056958913803
mWA0_,0.18126899003982544,0.2804674208164215
mWA1_,0.6445629000663757,0.3914421796798706
mWA2_,0.23385171592235565,0.19924284517765045
mWA3_,0.11288846284151077,0.910507321357727
mWA4_,0.22077223658561707,0.21876011788845062
mWA5_,0.2325592041015625,0.2781177759170532
