track,exp03_jerk,exp06a_jerk
mBR0_,0.19233527779579163,0.26228341460227966
mBR1_,0.19709022343158722,0.2260979861021042
mBR2_,0.22911998629570007,0.34087905287742615
mBR3_,0.283582478761673,0.3659500181674957
mBR4_,0.20898647606372833,0.5700473785400391
mBR5_,0.21729536354541779,0.42642539739608765
mHO0_,0.23833931982517242,0.22647280991077423
mHO1_,0.18573476374149323,0.37210193276405334
mHO2_,0.2417038083076477,0.18947000801563263
mHO3_,0.13079528510570526,0.6997523307800293
mHO4_,0.08943163603544235,0.33772334456443787
mHO5_,0.4212304949760437,0.34102070331573486
mJB0_,0.3755590319633484,0.2613641619682312
mJB1_,0.08861442655324936,0.49484533071517944
mJB2_,0.3180433511734009,0.4513528048992157
mJB3_,0.33188721537590027,0.2824724614620209
mJB4_,0.31969213485717773,0.3440229594707489
mJB5_,0.6849713921546936,0.33676260709762573
mJS0_,0.15967364609241486,0.44015467166900635
mJS1_,0.37170150876045227,0.4107721447944641
mJS2_,0.28163596987724304,0.5275509357452393
mJS3_,0.23524659872055054,0.38450294733047485
mJS4_,0.13118736445903778,0.3249097466468811
mJS5_,0.15697625279426575,0.2709719240665436
mKR0_,0.10297758132219315,0.3584294319152832
mKR1_,0.12322305142879486,0.234444722533226
mKR2_,0.18189184367656708,0.34319236874580383
mKR3_,0.13075858354568481,0.39614707231521606
mKR4_,0.07696706801652908,0.3081665337085724
mKR5_,0.09369651228189468,0.2052900195121765
mLH0_,0.25524112582206726,0.3833412230014801
mLH1_,0.17784056067466736,0.2715601623058319
mLH2_,0.11447768658399582,0.3116941452026367
mLH3_,0.2826961576938629,0.3204503357410431
mLH4_,0.14470535516738892,0.45387253165245056
mLH5_,0.2250288426876068,0.4278653860092163
mLO0_,0.3320586681365967,0.2719375789165497
mLO1_,0.18911902606487274,0.2591455280780792
mLO2_,0.38396015763282776,0.26541054248809814
mLO3_,0.24661384522914886,0.27947622537612915
mLO4_,0.2770721912384033,0.33496907353401184
mLO5_,0.26151520013809204,0.2908017933368683
mMH0_,0.27818286418914795,0.30331674218177795
mMH1_,0.2547427713871002,0.3542872965335846
mMH2_,0.39563292264938354,0.25794005393981934
mMH3_,0.15297092497348785,0.5881959199905396
mMH4_,0.2700774669647217,0.35351407527923584
mMH5_,0.22461949288845062,0.2822658121585846
mPO0_,0.09323977679014206,0.7880650162696838
mPO1_,0.22099128365516663,0.2924954891204834
mPO2_,0.23823316395282745,0.3365044891834259
mPO3_,0.12938399612903595,0.47707998752593994
mPO4_,0.1132090836763382,0.364721417427063
mPO5_,0.35032492876052856,0.2515413463115692
mWA0_,0.0978957787156105,0.42432141304016113
mWA1_,0.2301214039325714,0.39259716868400574
mWA2_,0.27268198132514954,0.2876899242401123
mWA3_,0.13436728715896606,0.7601745128631592
mWA4_,0.5674750804901123,0.3686046898365021
mWA5_,0.23031234741210938,0.3254268169403076
