track,exp01_jerk,exp04_jerk
mBR0_,0.13391800224781036,0.31096237897872925
mBR1_,0.14330001175403595,0.4250471591949463
mBR2_,0.1885818988084793,0.3545035421848297
mBR3_,0.3256719708442688,0.7426811456680298
mBR4_,0.17588961124420166,0.39544880390167236
mBR5_,0.14140760898590088,0.3917386829853058
mHO0_,0.1334262639284134,0.5178142786026001
mHO1_,0.32116690278053284,0.4736221134662628
mHO2_,0.46853959560394287,0.2191564291715622
mHO3_,0.2720448970794678,0.629839301109314
mHO4_,0.08573742210865021,0.29097527265548706
mHO5_,0.18903197348117828,0.20371952652931213
mJB0_,0.17767660319805145,0.2011791616678238
mJB1_,0.06365793198347092,0.26657021045684814
mJB2_,0.512076735496521,0.4311045706272125
mJB3_,0.3586159646511078,0.22348998486995697
mJB4_,0.11216393113136292,0.4708748161792755
mJB5_,0.14271339774131775,0.29211774468421936
mJS0_,0.23255857825279236,0.2223796248435974
mJS1_,0.42433950304985046,0.43543124198913574
mJS2_,0.141336590051651,0.33185437321662903
mJS3_,0.3346823751926422,0.409380704164505
mJS4_,0.2096044272184372,0.21969227492809296
mJS5_,0.22228269279003143,0.2640877962112427
mKR0_,0.20696976780891418,0.2767878472805023
mKR1_,0.17440596222877502,0.22866027057170868
mKR2_,0.1944143921136856,0.2738558053970337
mKR3_,0.2282102406024933,0.2553293704986572
mKR4_,0.1128145307302475,0.2827436923980713
mKR5_,0.1132115051150322,0.22119659185409546
mLH0_,0.13718469440937042,0.2963038980960846
mLH1_,0.21343573927879333,0.23738552629947662
mLH2_,0.1582031548023224,0.1986018568277359
mLH3_,0.14992637932300568,0.1492505967617035
mLH4_,0.15540890395641327,0.38958609104156494
mLH5_,0.14790010452270508,0.2399628758430481
mLO0_,0.16241559386253357,0.8893836140632629
mLO1_,0.3141001760959625,0.34005311131477356
mLO2_,0.22353419661521912,0.34529462456703186
mLO3_,0.193126380443573,0.30895528197288513
mLO4_,0.20705191791057587,0.3586282730102539
mLO5_,0.13880756497383118,0.27145275473594666
mMH0_,0.12560251355171204,0.2224351018667221
mMH1_,0.2929946780204773,0.26900508999824524
mMH2_,0.18524910509586334,0.3040604889392853
mMH3_,0.23495084047317505,0.30888107419013977
mMH4_,0.17800532281398773,0.687446653842926
mMH5_,0.3618476390838623,0.29044610261917114
mPO0_,0.13338230550289154,0.3756920397281647
mPO1_,0.15162809193134308,0.2794572114944458
mPO2_,0.2917272746562958,0.401437371969223
mPO3_,0.5826647281646729,0.21762390434741974
mPO4_,0.21039122343063354,0.3045981824398041
mPO5_,0.2059849202632904,0.2018056958913803
mWA0_,0.21238963305950165,0.2804674208164215
mWA1_,0.1610599160194397,0.3914421796798706
mWA2_,0.24186909198760986,0.19924284517765045
mWA3_,0.19285887479782104,0.910507321357727
mWA4_,0.13122975826263428,0.21876011788845062
mWA5_,0.08988974243402481,0.2781177759170532
