track,exp01_corr,exp01_lag,exp04_corr,exp04_lag
mBR0_,0.23437991549229895,-6,0.11299865882861218,3
mBR1_,0.23468316898924005,14,0.2475214751270894,2
mBR2_,0.22381584723686312,-14,0.13056326029722523,-4
mBR3_,0.16403188518410894,-12,0.246220715607585,-12
mBR4_,0.07878746592767981,-11,0.16920637271770583,5
mBR5_,0.09232236741864439,-2,0.14245001768556528,-10
mHO0_,0.09774102861522632,5,0.2027834393567028,9
mHO1_,0.12430834822398401,11,0.2529761663854768,2
mHO2_,0.1537183200476893,-7,0.23311967193586663,14
mHO3_,0.12972524612377345,10,0.4366133809375844,0
mHO4_,0.07596245266766899,0,0.11643256921622115,-13
mHO5_,0.13337291031808424,-5,0.10901310775548957,0
mJB0_,0.07134689645300687,15,0.12908030741770493,-15
mJB1_,0.07108581706363912,-8,0.13468110769046904,8
mJB2_,0.18612704737255267,14,0.18414541840059725,10
mJB3_,0.2716165539070702,11,0.20036523546820115,1
mJB4_,0.14436107283537075,7,0.3663493002194004,-3
mJB5_,0.131929190477987,6,0.16036179634373518,-12
mJS0_,0.07759016989450951,-9,0.19676658480995804,2
mJS1_,0.19767169301453366,2,0.2582552980408954,10
mJS2_,0.1792324179386806,-15,0.2178510433209036,0
mJS3_,0.1135834610771088,13,0.0977963787663272,7
mJS4_,0.11862644945365025,-1,0.13550570005913276,-12
mJS5_,0.15432778617838494,13,0.14352124391479243,-12
mKR0_,0.08305267650754945,-15,0.1464622592966413,-10
mKR1_,0.10387868941066916,-6,0.09582329341973117,11
mKR2_,0.07400406208347808,-2,0.2723005951425624,-15
mKR3_,0.19966769754649688,-8,0.24951119952546136,0
mKR4_,0.11841721110331505,15,0.09481998965489465,4
mKR5_,0.1264230677757963,-1,0.11235566499308532,6
mLH0_,0.17027428877182843,-7,0.0970310995182034,10
mLH1_,0.45140609027212764,11,0.21235394775516625,-2
mLH2_,0.1241883014370227,15,0.015021248908090375,15
mLH3_,0.16805412665237587,13,0.1245964282247283,-14
mLH4_,0.07963501381216787,3,0.15373418724042343,13
mLH5_,0.2378096583674471,5,0.17104812311452433,10
mLO0_,0.17277283900199147,-12,0.1855881641826124,-13
mLO1_,0.20315991422780602,-7,0.16556126942158253,-3
mLO2_,0.11292784294276977,-6,0.19283723110001172,-4
mLO3_,0.146984471553452,1,0.11037989047909287,1
mLO4_,0.10847153175453568,-15,0.13133299481950836,7
mLO5_,0.12741630135719903,-7,0.12433940882975937,-6
mMH0_,0.1094862603208118,10,0.09772218785415987,0
mMH1_,0.20791361722846471,-8,0.17645634473139643,-11
mMH2_,0.21685909111012286,-13,0.2146542269473298,13
mMH3_,0.2190609978956815,2,0.11450441243087317,13
mMH4_,0.10638681916473072,13,0.15488828530677123,10
mMH5_,0.1871046936397812,14,0.2343480688990309,6
mPO0_,0.166151292760695,-12,0.3787444583362377,-10
mPO1_,0.23927948421550133,-2,0.19474814397280443,-8
mPO2_,0.12397152652728773,5,0.199231217305251,-2
mPO3_,0.2509607365631176,11,0.18389633506800515,13
mPO4_,0.07555428704234622,-2,0.15336993286444467,-2
mPO5_,0.16756604583301837,-1,0.10553679848822209,-7
mWA0_,0.2610864187013755,-15,0.1947845276943271,1
mWA1_,0.1745763352950272,-3,0.2051042870667629,2
mWA2_,0.17010502420139598,3,0.12344405844787591,6
mWA3_,0.24734115327139278,13,0.2669703617663472,10
mWA4_,0.0962980535429112,14,0.09527045670895518,12
mWA5_,0.018154750166502854,5,0.08213925976467641,0
