track,exp01_jerk,lam_0p0_jerk
mBR0_,0.13391800224781036,0.3460264801979065
mBR1_,0.14330001175403595,0.48881909251213074
mBR2_,0.1885818988084793,0.5987533330917358
mBR3_,0.3256719708442688,0.386025607585907
mBR4_,0.17588961124420166,0.26187434792518616
mBR5_,0.14140760898590088,0.6815143823623657
mHO0_,0.1334262639284134,0.23136405646800995
mHO1_,0.32116690278053284,0.28673988580703735
mHO2_,0.46853959560394287,0.1694355607032776
mHO3_,0.2720448970794678,0.5618789792060852
mHO4_,0.08573742210865021,0.40978002548217773
mHO5_,0.18903197348117828,0.5014786720275879
mJB0_,0.17767660319805145,0.4592556059360504
mJB1_,0.06365793198347092,0.29300564527511597
mJB2_,0.512076735496521,0.2431214451789856
mJB3_,0.3586159646511078,0.7443382143974304
mJB4_,0.11216393113136292,0.4089617431163788
mJB5_,0.14271339774131775,0.4103374481201172
mJS0_,0.23255857825279236,0.5842049717903137
mJS1_,0.42433950304985046,0.6305985450744629
mJS2_,0.141336590051651,0.28162866830825806
mJS3_,0.3346823751926422,0.33081236481666565
mJS4_,0.2096044272184372,0.4810750484466553
mJS5_,0.22228269279003143,0.4341476559638977
mKR0_,0.20696976780891418,0.22742228209972382
mKR1_,0.17440596222877502,0.4759373664855957
mKR2_,0.1944143921136856,0.24379855394363403
mKR3_,0.2282102406024933,0.46775487065315247
mKR4_,0.1128145307302475,0.15192046761512756
mKR5_,0.1132115051150322,0.19607087969779968
mLH0_,0.13718469440937042,0.6792571544647217
mLH1_,0.21343573927879333,0.3242862820625305
mLH2_,0.1582031548023224,0.22071464359760284
mLH3_,0.14992637932300568,0.2680473327636719
mLH4_,0.15540890395641327,0.6641514301300049
mLH5_,0.14790010452270508,0.22849683463573456
mLO0_,0.16241559386253357,0.5149118900299072
mLO1_,0.3141001760959625,0.25274670124053955
mLO2_,0.22353419661521912,0.4847463071346283
mLO3_,0.193126380443573,0.3911014497280121
mLO4_,0.20705191791057587,0.3616392910480499
mLO5_,0.13880756497383118,0.24018089473247528
mMH0_,0.12560251355171204,0.31460824608802795
mMH1_,0.2929946780204773,0.29323238134384155
mMH2_,0.18524910509586334,0.5060081481933594
mMH3_,0.23495084047317505,0.2647159993648529
mMH4_,0.17800532281398773,0.34974825382232666
mMH5_,0.3618476390838623,0.4467117488384247
mPO0_,0.13338230550289154,0.409964382648468
mPO1_,0.15162809193134308,0.3080483376979828
mPO2_,0.2917272746562958,0.2474210560321808
mPO3_,0.5826647281646729,0.40851059556007385
mPO4_,0.21039122343063354,0.2882171869277954
mPO5_,0.2059849202632904,0.3430050313472748
mWA0_,0.21238963305950165,0.36182892322540283
mWA1_,0.1610599160194397,0.506250262260437
mWA2_,0.24186909198760986,0.2555864751338959
mWA3_,0.19285887479782104,0.48655351996421814
mWA4_,0.13122975826263428,0.24913188815116882
mWA5_,0.08988974243402481,0.49484243988990784
