track,exp01_corr,exp01_lag,exp05_corr,exp05_lag
mBR0_,0.23437991549229895,-6,0.16474456404363352,12
mBR1_,0.23468316898924005,14,0.16544538439571072,-8
mBR2_,0.22381584723686312,-14,0.12488080173629469,5
mBR3_,0.16403188518410894,-12,0.2286509089431133,-2
mBR4_,0.07878746592767981,-11,0.1467174789907696,-10
mBR5_,0.09232236741864439,-2,0.09845762443325307,-10
mHO0_,0.09774102861522632,5,0.10312227439052309,-12
mHO1_,0.12430834822398401,11,0.1291221978884833,-5
mHO2_,0.1537183200476893,-7,0.184106535679944,12
mHO3_,0.12972524612377345,10,0.23361376972302125,14
mHO4_,0.07596245266766899,0,0.14994172455252552,-7
mHO5_,0.13337291031808424,-5,0.17155494513894026,-10
mJB0_,0.07134689645300687,15,0.16263418896465273,-4
mJB1_,0.07108581706363912,-8,0.16260845060251905,0
mJB2_,0.18612704737255267,14,0.16798790584689535,9
mJB3_,0.2716165539070702,11,0.21839707832578328,-4
mJB4_,0.14436107283537075,7,0.12615012937018538,-11
mJB5_,0.131929190477987,6,0.0750899360581151,13
mJS0_,0.07759016989450951,-9,0.27976774874286603,6
mJS1_,0.19767169301453366,2,0.2756224073432842,1
mJS2_,0.1792324179386806,-15,0.12729404700475985,-4
mJS3_,0.1135834610771088,13,0.20972582721157365,-14
mJS4_,0.11862644945365025,-1,0.2320487042762855,-13
mJS5_,0.15432778617838494,13,0.08918340946179423,10
mKR0_,0.08305267650754945,-15,0.1888263625521794,-14
mKR1_,0.10387868941066916,-6,0.15156463692028588,-12
mKR2_,0.07400406208347808,-2,0.17601485680773019,-14
mKR3_,0.19966769754649688,-8,0.18557972255138352,-11
mKR4_,0.11841721110331505,15,0.07500110581469832,-12
mKR5_,0.1264230677757963,-1,0.07870568725117998,-4
mLH0_,0.17027428877182843,-7,0.2253090785566167,-11
mLH1_,0.45140609027212764,11,0.252776568259376,-10
mLH2_,0.1241883014370227,15,0.15502257125778016,15
mLH3_,0.16805412665237587,13,0.14740429509026204,12
mLH4_,0.07963501381216787,3,0.21351743702783688,-12
mLH5_,0.2378096583674471,5,0.2034130205468824,-10
mLO0_,0.17277283900199147,-12,0.1840571273999904,-7
mLO1_,0.20315991422780602,-7,0.2438738624585553,6
mLO2_,0.11292784294276977,-6,0.1369208860013142,-5
mLO3_,0.146984471553452,1,0.05965820396271372,-14
mLO4_,0.10847153175453568,-15,0.2346738834191407,12
mLO5_,0.12741630135719903,-7,0.12947332132691,4
mMH0_,0.1094862603208118,10,0.10086327565320048,0
mMH1_,0.20791361722846471,-8,0.18652670098502783,13
mMH2_,0.21685909111012286,-13,0.17808273939868027,-10
mMH3_,0.2190609978956815,2,0.10503811347157396,1
mMH4_,0.10638681916473072,13,0.39643774957750205,15
mMH5_,0.1871046936397812,14,0.09873776479885842,7
mPO0_,0.166151292760695,-12,0.2457587190796657,6
mPO1_,0.23927948421550133,-2,0.11076663739112942,-8
mPO2_,0.12397152652728773,5,0.1463049318789358,-7
mPO3_,0.2509607365631176,11,0.15980224326704806,13
mPO4_,0.07555428704234622,-2,0.283360403290819,-15
mPO5_,0.16756604583301837,-1,0.07425981136956256,-9
mWA0_,0.2610864187013755,-15,0.12966439388413262,2
mWA1_,0.1745763352950272,-3,0.21946120628226184,15
mWA2_,0.17010502420139598,3,0.17375260086741642,-8
mWA3_,0.24734115327139278,13,0.17992701689978727,15
mWA4_,0.0962980535429112,14,0.1770290308004094,6
mWA5_,0.018154750166502854,5,0.07569918457196256,8
