track,exp07_corr,exp07_lag,exp08_corr,exp08_lag
mBR0_,0.17978945537044227,-5,0.18063129032012754,-8
mBR1_,0.19012328600827008,-13,0.1830894012245667,-6
mBR2_,0.10823905609328628,0,0.20062246500298891,-13
mBR3_,0.20669320014608386,3,0.12905406650471232,3
mBR4_,0.08910195879019588,-10,0.14231525157595196,-13
mBR5_,0.22857390314412904,-11,0.13358939896107663,13
mHO0_,0.130854709810089,15,0.12400168383402863,-9
mHO1_,0.10732591265644384,15,0.22984376001157747,-3
mHO2_,0.0868076655587017,2,0.19362813551725222,-1
mHO3_,0.18849486459105624,4,0.10044458784946911,-12
mHO4_,0.19050759933123684,7,0.0972699885180526,2
mHO5_,0.13620174930204387,14,0.17089662996313995,2
mJB0_,0.2430010049714125,10,0.1563506169609972,8
mJB1_,0.20705742152614054,1,0.2229637494794396,-8
mJB2_,0.12878686022322527,14,0.1729696965430202,5
mJB3_,0.5068310639604464,5,0.38300908254966054,11
mJB4_,0.20952455966134997,5,0.20423465967053225,15
mJB5_,0.14515417869639913,-12,0.29710879779591637,-4
mJS0_,0.11111340614249442,5,0.1376385394043704,-5
mJS1_,0.16877090190057714,9,0.20159916585217927,-10
mJS2_,0.2378987313664827,15,0.17039464634727577,15
mJS3_,0.16662483033710182,15,0.244546108762004,-14
mJS4_,0.22794440499506852,-3,0.18342694350388586,3
mJS5_,0.23650197068489054,12,0.15420980861899072,15
mKR0_,0.2614861566365358,0,0.14644643355359824,4
mKR1_,0.13398338390946454,3,0.2144987032992246,13
mKR2_,0.20144486489590607,-2,0.19795998575659057,4
mKR3_,0.2339541685996395,-6,0.18402313081143845,4
mKR4_,0.13528565320610908,-3,0.23537326276896328,13
mKR5_,0.19399180144045425,13,0.10530636763500262,8
mLH0_,0.10324984798625611,-6,0.3281121693639455,14
mLH1_,0.2264679560145909,7,0.21701158354868505,-3
mLH2_,0.3754874261672724,0,0.25658032766821837,-12
mLH3_,0.16230058971353153,-7,0.2041030869688115,-2
mLH4_,0.12430736765764276,12,0.23636779999113727,-14
mLH5_,0.1851696091947991,-10,0.38846787722568465,11
mLO0_,0.20422914388295477,-15,0.19221026921580792,-13
mLO1_,0.12535446231327949,13,0.10946021740717855,-4
mLO2_,0.14083173802715757,9,0.09721944122058951,9
mLO3_,0.15066674867871377,-4,0.24041419269843933,-3
mLO4_,0.21286194595159197,11,0.2107815386659724,-8
mLO5_,0.12335727188771023,-3,0.1451569594514031,-1
mMH0_,0.11160739573232484,15,0.13031681673466033,4
mMH1_,0.15093608405255965,-1,0.167087196399561,1
mMH2_,0.2708576606412756,-13,0.14293193437188026,2
mMH3_,0.13765624630323403,-11,0.25875006651930177,-14
mMH4_,0.22366952518526975,-13,0.09782293671072585,-5
mMH5_,0.1471323599737831,-13,0.22230293748218038,-4
mPO0_,0.13168595577169764,6,0.23877574902660909,15
mPO1_,0.18492498931407875,-3,0.2258769222788464,-4
mPO2_,0.1943754947200049,7,0.2652824581238698,-12
mPO3_,0.2692277586252169,-4,0.22315882123045297,15
mPO4_,0.1326148776675282,8,0.14712914350341055,9
mPO5_,0.10318659643614458,-10,0.05873335240437314,-5
mWA0_,0.2543136802248092,0,0.1637528817512091,-5
mWA1_,0.2049906797150698,12,0.21532240223175222,5
mWA2_,0.23305205926562278,13,0.22578193188440798,7
mWA3_,0.2624317003037099,2,0.2575345484129924,9
mWA4_,0.26645988740552473,12,0.2546124419354448,14
mWA5_,0.17557438849674784,-1,0.12176909787914969,-4
