track,exp01_jerk,exp08_jerk
mBR0_,0.13391800224781036,0.3891462981700897
mBR1_,0.14330001175403595,0.25803178548812866
mBR2_,0.1885818988084793,0.3559373617172241
mBR3_,0.3256719708442688,0.18208545446395874
mBR4_,0.17588961124420166,0.30770549178123474
mBR5_,0.14140760898590088,0.21319793164730072
mHO0_,0.1334262639284134,0.3114655315876007
mHO1_,0.32116690278053284,0.6726297736167908
mHO2_,0.46853959560394287,0.3133077025413513
mHO3_,0.2720448970794678,0.11181618273258209
mHO4_,0.08573742210865021,0.19018074870109558
mHO5_,0.18903197348117828,0.3507024645805359
mJB0_,0.17767660319805145,0.14485615491867065
mJB1_,0.06365793198347092,0.28344693779945374
mJB2_,0.512076735496521,0.21694821119308472
mJB3_,0.3586159646511078,0.2929588258266449
mJB4_,0.11216393113136292,0.41819503903388977
mJB5_,0.14271339774131775,0.38338276743888855
mJS0_,0.23255857825279236,0.2384364902973175
mJS1_,0.42433950304985046,0.4261757433414459
mJS2_,0.141336590051651,0.2667502760887146
mJS3_,0.3346823751926422,0.2904096245765686
mJS4_,0.2096044272184372,0.2987343966960907
mJS5_,0.22228269279003143,0.3051421046257019
mKR0_,0.20696976780891418,0.34611085057258606
mKR1_,0.17440596222877502,0.6861036419868469
mKR2_,0.1944143921136856,0.25477221608161926
mKR3_,0.2282102406024933,0.464064359664917
mKR4_,0.1128145307302475,0.4359428882598877
mKR5_,0.1132115051150322,0.2701900899410248
mLH0_,0.13718469440937042,0.37664154171943665
mLH1_,0.21343573927879333,0.1979483813047409
mLH2_,0.1582031548023224,0.4476996660232544
mLH3_,0.14992637932300568,0.38257870078086853
mLH4_,0.15540890395641327,0.723899781703949
mLH5_,0.14790010452270508,0.40764519572257996
mLO0_,0.16241559386253357,0.33637750148773193
mLO1_,0.3141001760959625,0.11829552799463272
mLO2_,0.22353419661521912,0.2748592495918274
mLO3_,0.193126380443573,0.378379762172699
mLO4_,0.20705191791057587,0.5536317229270935
mLO5_,0.13880756497383118,0.2124990075826645
mMH0_,0.12560251355171204,0.28142014145851135
mMH1_,0.2929946780204773,0.3052397072315216
mMH2_,0.18524910509586334,0.3070090115070343
mMH3_,0.23495084047317505,0.4011819362640381
mMH4_,0.17800532281398773,0.8158489465713501
mMH5_,0.3618476390838623,0.4038141071796417
mPO0_,0.13338230550289154,0.32241371273994446
mPO1_,0.15162809193134308,0.5177602767944336
mPO2_,0.2917272746562958,0.5486670136451721
mPO3_,0.5826647281646729,0.3021911680698395
mPO4_,0.21039122343063354,0.26677393913269043
mPO5_,0.2059849202632904,0.3136034309864044
mWA0_,0.21238963305950165,0.21324209868907928
mWA1_,0.1610599160194397,0.5821064710617065
mWA2_,0.24186909198760986,0.24023863673210144
mWA3_,0.19285887479782104,0.38208645582199097
mWA4_,0.13122975826263428,0.364874929189682
mWA5_,0.08988974243402481,0.22105439007282257
