track,exp04_jerk,exp06b_jerk
mBR0_,0.31096237897872925,0.34499800205230713
mBR1_,0.4250471591949463,0.4891105592250824
mBR2_,0.3545035421848297,0.5999199748039246
mBR3_,0.7426811456680298,0.38421183824539185
mBR4_,0.39544880390167236,0.26130005717277527
mBR5_,0.3917386829853058,0.744366466999054
mHO0_,0.5178142786026001,0.231581911444664
mHO1_,0.4736221134662628,0.2825746536254883
mHO2_,0.2191564291715622,0.16928088665008545
mHO3_,0.629839301109314,0.5614932179450989
mHO4_,0.29097527265548706,0.4033943712711334
mHO5_,0.20371952652931213,0.5969259738922119
mJB0_,0.2011791616678238,0.4593745768070221
mJB1_,0.26657021045684814,0.29116350412368774
mJB2_,0.4311045706272125,0.24322789907455444
mJB3_,0.22348998486995697,0.746900737285614
mJB4_,0.4708748161792755,0.4081188440322876
mJB5_,0.29211774468421936,0.4113425016403198
mJS0_,0.2223796248435974,0.6108779311180115
mJS1_,0.43543124198913574,0.6303730607032776
mJS2_,0.33185437321662903,0.28340449929237366
mJS3_,0.409380704164505,0.3335378170013428
mJS4_,0.21969227492809296,0.4778697192668915
mJS5_,0.2640877962112427,0.4339323043823242
mKR0_,0.2767878472805023,0.23165127635002136
mKR1_,0.22866027057170868,0.47449222207069397
mKR2_,0.2738558053970337,0.24422983825206757
mKR3_,0.2553293704986572,0.4661521017551422
mKR4_,0.2827436923980713,0.15077728033065796
mKR5_,0.22119659185409546,0.1960868388414383
mLH0_,0.2963038980960846,0.6786060929298401
mLH1_,0.23738552629947662,0.3258032202720642
mLH2_,0.1986018568277359,0.22060884535312653
mLH3_,0.1492505967617035,0.26796042919158936
mLH4_,0.38958609104156494,0.6669076681137085
mLH5_,0.2399628758430481,0.22576826810836792
mLO0_,0.8893836140632629,0.4959452748298645
mLO1_,0.34005311131477356,0.2551037669181824
mLO2_,0.34529462456703186,0.4853883981704712
mLO3_,0.30895528197288513,0.3907509744167328
mLO4_,0.3586282730102539,0.3617861866950989
mLO5_,0.27145275473594666,0.24012510478496552
mMH0_,0.2224351018667221,0.31140193343162537
mMH1_,0.26900508999824524,0.2917449474334717
mMH2_,0.3040604889392853,0.5064221024513245
mMH3_,0.30888107419013977,0.26676544547080994
mMH4_,0.687446653842926,0.353181391954422
mMH5_,0.29044610261917114,0.4444524049758911
mPO0_,0.3756920397281647,0.4092932343482971
mPO1_,0.2794572114944458,0.3096986711025238
mPO2_,0.401437371969223,0.25135451555252075
mPO3_,0.21762390434741974,0.40752506256103516
mPO4_,0.3045981824398041,0.2876039445400238
mPO5_,0.2018056958913803,0.3458579480648041
mWA0_,0.2804674208164215,0.3627859055995941
mWA1_,0.3914421796798706,0.5053225159645081
mWA2_,0.19924284517765045,0.25626182556152344
mWA3_,0.910507321357727,0.4846349060535431
mWA4_,0.21876011788845062,0.24878427386283875
mWA5_,0.2781177759170532,0.4900013506412506
