track,exp01_jerk,lam_0p03_jerk
mBR0_,0.13391800224781036,0.31403636932373047
mBR1_,0.14330001175403595,0.1581992357969284
mBR2_,0.1885818988084793,0.3346501588821411
mBR3_,0.3256719708442688,0.3677510619163513
mBR4_,0.17588961124420166,0.33125218749046326
mBR5_,0.14140760898590088,0.5211766958236694
mHO0_,0.1334262639284134,0.4061910808086395
mHO1_,0.32116690278053284,0.4170723557472229
mHO2_,0.46853959560394287,0.23405341804027557
mHO3_,0.2720448970794678,0.5357812643051147
mHO4_,0.08573742210865021,0.6404693722724915
mHO5_,0.18903197348117828,0.4189886152744293
mJB0_,0.17767660319805145,0.21202871203422546
mJB1_,0.06365793198347092,0.4394329786300659
mJB2_,0.512076735496521,0.2220582216978073
mJB3_,0.3586159646511078,0.1939442753791809
mJB4_,0.11216393113136292,0.3506430685520172
mJB5_,0.14271339774131775,0.18425096571445465
mJS0_,0.23255857825279236,0.48838672041893005
mJS1_,0.42433950304985046,0.5873379707336426
mJS2_,0.141336590051651,0.5491736531257629
mJS3_,0.3346823751926422,0.272569864988327
mJS4_,0.2096044272184372,0.25852131843566895
mJS5_,0.22228269279003143,0.4403725862503052
mKR0_,0.20696976780891418,0.23644152283668518
mKR1_,0.17440596222877502,0.49354782700538635
mKR2_,0.1944143921136856,0.22328130900859833
mKR3_,0.2282102406024933,0.7974984049797058
mKR4_,0.1128145307302475,0.22946761548519135
mKR5_,0.1132115051150322,0.2854090929031372
mLH0_,0.13718469440937042,0.3929578363895416
mLH1_,0.21343573927879333,0.24719031155109406
mLH2_,0.1582031548023224,0.3768290579319
mLH3_,0.14992637932300568,0.1804557591676712
mLH4_,0.15540890395641327,0.27565205097198486
mLH5_,0.14790010452270508,0.19604243338108063
mLO0_,0.16241559386253357,0.871850848197937
mLO1_,0.3141001760959625,0.9342676401138306
mLO2_,0.22353419661521912,0.1705506294965744
mLO3_,0.193126380443573,0.31006598472595215
mLO4_,0.20705191791057587,0.3422487676143646
mLO5_,0.13880756497383118,0.1757330745458603
mMH0_,0.12560251355171204,0.2360076904296875
mMH1_,0.2929946780204773,0.5698756575584412
mMH2_,0.18524910509586334,0.3824681341648102
mMH3_,0.23495084047317505,0.27272626757621765
mMH4_,0.17800532281398773,0.5692988038063049
mMH5_,0.3618476390838623,0.2265716791152954
mPO0_,0.13338230550289154,0.3907526731491089
mPO1_,0.15162809193134308,0.44694435596466064
mPO2_,0.2917272746562958,0.34802645444869995
mPO3_,0.5826647281646729,0.49491047859191895
mPO4_,0.21039122343063354,0.3547995388507843
mPO5_,0.2059849202632904,0.6603137254714966
mWA0_,0.21238963305950165,0.4571881592273712
mWA1_,0.1610599160194397,0.5462148785591125
mWA2_,0.24186909198760986,0.26234155893325806
mWA3_,0.19285887479782104,0.42306721210479736
mWA4_,0.13122975826263428,0.2775956690311432
mWA5_,0.08988974243402481,0.1861393004655838
